Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
1032,ʃ,0.3802,ʒ,0.3657,[PAD],0.2541
1037,ɛ,0.5278,a,0.4518,u,0.0204
1040,ʁ,0.8786,[PAD],0.083,ɾ,0.0384
1046,d,0.781,t,0.1724,p,0.0467
1051,ɔ,0.428,ɑ,0.3704,ɛ,0.2015
1054,˜,0.8753,[PAD],0.0637,n,0.0609
1065,a,0.9876,[PAD],0.0088,ɛ,0.0036
1075,v,0.9451,ʁ,0.0437,[PAD],0.0113
1080,ɛ,0.5286,e,0.4219,i,0.0496
1123,y,0.891,i,0.0734,e,0.0356
1129,n,0.8998,˜,0.0656,[PAD],0.0346
1158,p,0.7948,[PAD],0.1111,b,0.0942
1162,a,0.9812,ɛ,0.016,ɑ,0.0028
1171,ʁ,0.8579,v,0.1057,ɾ,0.0364
1177,e,0.5474,ɛ,0.4003,[PAD],0.0523
1237,i,0.6363,[PAD],0.1983,y,0.1654
1331,a,0.9659,[PAD],0.0285,ɛ,0.0056
1332,a,0.9833,ɛ,0.0116,œ,0.0052
1358,d,0.8952,t,0.0871,[PAD],0.0177
1362,i,0.4956,e,0.4429,ə,0.0615
1380,k,0.6571,[PAD],0.1956,ɡ,0.1474
1383,ɔ,0.6511,o,0.2381,[PAD],0.1108
1401,k,0.7452,ɡ,0.1825,t,0.0723
1405,ɔ,0.6625,a,0.2648,o,0.0727
1412,˜,0.3969,ʁ,0.3027,[PAD],0.3004
1423,ʁ,0.6311,[PAD],0.3443,ɾ,0.0246
1488,d,0.9315,t,0.0362,[PAD],0.0322
1493,e,0.4718,ə,0.4545,i,0.0737
1553,ʒ,0.7421,ʃ,0.2106,s,0.0472
1559,u,0.4538,y,0.3881,ø,0.1581
1602,f,0.4209,p,0.3777,[PAD],0.2014
1607,ʁ,0.9365,ɾ,0.0432,[PAD],0.0203
1612,e,0.5768,ɛ,0.358,[PAD],0.0653
1657,f,0.7234,s,0.1388,v,0.1378
1662,e,0.6043,ɛ,0.2367,ø,0.159
1718,d,0.5831,t,0.401,[PAD],0.0159
1724,u,0.4767,o,0.4218,ɔ,0.1015
1779,s,0.855,z,0.1007,ʃ,0.0442
1784,ɔ,0.4888,a,0.3988,œ,0.1124
1793,ʁ,0.8851,[PAD],0.0771,ɾ,0.0378
1844,d,0.9028,[PAD],0.0817,t,0.0154
1848,ə,0.5321,e,0.4279,ɛ,0.04
1881,d,0.9859,[PAD],0.0076,t,0.0065
1886,ə,0.7589,e,0.1913,ø,0.0498
1908,l,0.968,[PAD],0.0241,d,0.0079
1911,e,0.8114,i,0.1089,ɛ,0.0797
1919,ɡ,0.8683,d,0.0988,ɣ,0.0329
1925,y,0.9354,o,0.0494,œ,0.0152
1931,m,0.873,[PAD],0.0701,n,0.0569
1947,o,0.8256,ɔ,0.1247,u,0.0497
1967,f,0.9167,v,0.0686,p,0.0146
1977,a,0.6633,ɔ,0.2516,o,0.0851
2035,o,0.7638,u,0.1374,ɔ,0.0988
2051,f,0.8882,v,0.0745,p,0.0374
2056,ɔ,0.7078,u,0.152,ɑ,0.1402
2062,˜,0.7856,ʁ,0.1411,[PAD],0.0733
2121,d,0.9594,t,0.0232,[PAD],0.0174
2125,y,0.7913,ə,0.1671,e,0.0416
2136,ʒ,0.5489,ʃ,0.4089,s,0.0422
2141,ɛ,0.5809,a,0.3947,u,0.0244
2146,ʁ,0.88,[PAD],0.0777,ɾ,0.0423
2154,d,0.9005,t,0.0847,b,0.0148
2159,ɑ,0.5546,ɔ,0.3725,œ,0.0729
2220,l,0.9596,[PAD],0.0222,d,0.0181
2222,ə,0.857,[PAD],0.0977,e,0.0453
2274,p,0.5743,b,0.3709,t,0.0547
2275,p,0.6126,b,0.3345,k,0.0529
2284,u,0.838,o,0.094,ɔ,0.0679
2298,ʁ,0.8655,[PAD],0.1014,ɾ,0.0331
2337,d,0.6321,t,0.3583,[PAD],0.0097
2340,w,0.574,[PAD],0.3806,ʁ,0.0454
2343,a,0.7711,[PAD],0.2057,ɛ,0.0232
2349,j,0.9154,[PAD],0.0683,l,0.0163
2353,o,0.4044,u,0.3093,ɔ,0.2863
2365,ʁ,0.6763,[PAD],0.2943,ɾ,0.0294
2369,e,0.4601,[PAD],0.3004,ɛ,0.2395
2377,d,0.7673,t,0.219,[PAD],0.0137
2380,ə,0.5079,e,0.4197,ø,0.0725
2403,t,0.5841,d,0.3963,[PAD],0.0196
2406,u,0.8321,ə,0.1246,o,0.0432
2414,ʒ,0.9669,ʃ,0.0287,s,0.0043
2417,u,0.9152,o,0.0437,y,0.0411
2421,ʁ,0.88,[PAD],0.0818,ɾ,0.0383
2428,f,0.7679,p,0.2091,v,0.023
2432,ɛ,0.8595,a,0.0987,u,0.0418
2435,ʁ,0.6129,[PAD],0.3681,˜,0.019
2436,ʁ,0.716,[PAD],0.2394,ɾ,0.0445
2438,m,0.957,n,0.0258,[PAD],0.0172
2442,ɛ,0.4989,e,0.4324,[PAD],0.0687
2455,p,0.7419,d,0.136,t,0.1221
2461,u,0.8593,o,0.0826,ɔ,0.0582
2464,ʁ,0.8517,[PAD],0.1101,ɾ,0.0382
2523,p,0.5311,b,0.2915,t,0.1775
2528,u,0.743,o,0.1556,ɔ,0.1014
2557,k,0.7603,[PAD],0.1483,d,0.0914
2563,ə,0.8112,[PAD],0.0978,y,0.091
2593,ʒ,0.3492,ʃ,0.3275,[PAD],0.3233
2598,y,0.6158,ø,0.2719,u,0.1122
2650,a,0.9822,ɛ,0.012,œ,0.0058
2672,p,0.746,b,0.1974,d,0.0565
2677,o,0.5054,a,0.4031,ɔ,0.0915
2687,s,0.6602,z,0.2748,ʒ,0.0649
2692,e,0.8321,ɛ,0.115,ə,0.0529
2745,l,0.442,n,0.3961,d,0.1619
2748,ə,0.6934,[PAD],0.22,e,0.0866
2775,ɛ,0.4376,e,0.3887,ø,0.1737
2798,l,0.924,d,0.05,[PAD],0.0259
2800,e,0.5402,ə,0.355,ɛ,0.1049
2809,ʃ,0.9065,ʒ,0.0523,s,0.0411
2814,a,0.9108,ɛ,0.0772,ɑ,0.0121
2821,ʁ,0.7253,[PAD],0.2428,ɾ,0.0318
2858,p,0.7754,b,0.1761,d,0.0485
2862,a,0.962,ɛ,0.0244,ɔ,0.0137
2882,s,0.595,ʃ,0.2342,ʒ,0.1707
2888,y,0.4827,ɔ,0.3922,e,0.1252
2894,˜,0.5967,ʁ,0.2552,[PAD],0.1481
3004,a,0.9798,œ,0.0106,[PAD],0.0096
