Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
1405,u,0.9968,y,0.0023,o,0.0008
1408,ʁ,0.9816,ɾ,0.0172,[PAD],0.0012
1418,f,0.558,p,0.367,t,0.075
1422,ɛ,0.5226,a,0.4655,u,0.012
1425,ʁ,0.9766,ɾ,0.02,[PAD],0.0034
1432,m,0.9949,n,0.0048,l,0.0002
1435,e,0.9131,ɛ,0.0641,ə,0.0228
1444,p,0.9964,[PAD],0.002,b,0.0016
1448,u,0.9929,o,0.0042,ɔ,0.0028
1451,ʁ,0.9789,ɾ,0.0189,[PAD],0.0023
1463,k,0.9949,[PAD],0.0038,t,0.0013
1468,ə,0.9758,[PAD],0.0202,y,0.004
1480,ʃ,0.6253,s,0.2511,ʒ,0.1236
1490,ɛ,0.3981,e,0.3392,[PAD],0.2627
1539,a,0.9611,œ,0.0288,[PAD],0.0101
1549,p,0.8708,b,0.1237,k,0.0055
1553,y,0.9463,i,0.0335,o,0.0202
1566,s,0.5757,[PAD],0.3373,z,0.087
1580,m,0.8685,l,0.0922,n,0.0393
1584,ə,0.7478,ɛ,0.167,e,0.0851
1596,ʃ,0.7696,s,0.1153,ʒ,0.1152
1601,ɑ,0.8206,ɔ,0.0969,ɛ,0.0825
1605,˜,0.9353,n,0.0357,ʁ,0.0289
1665,s,0.6479,[PAD],0.2206,z,0.1315
1667,e,0.8108,ə,0.1636,[PAD],0.0256
1680,a,0.9703,ɛ,0.0251,ɑ,0.0045
1688,p,0.9896,[PAD],0.0064,b,0.004
1699,p,0.956,b,0.0227,[PAD],0.0213
1702,a,0.5466,[PAD],0.2471,ɛ,0.2064
1750,ʃ,0.9603,ʒ,0.0264,s,0.0133
1756,ɛ,0.5214,a,0.2938,ɑ,0.1849
1761,˜,0.5677,[PAD],0.3144,ʁ,0.1179
1796,a,0.9394,[PAD],0.0349,œ,0.0257
1823,p,0.9365,k,0.0343,b,0.0292
1827,y,0.9568,u,0.0233,o,0.0199
1843,s,0.6202,[PAD],0.2615,z,0.1182
1907,e,0.6586,ɛ,0.327,ə,0.0144
1915,m,0.882,n,0.1054,[PAD],0.0125
1927,s,0.9768,z,0.0119,[PAD],0.0113
1930,ə,0.892,[PAD],0.0864,y,0.0216
1944,k,0.8741,p,0.0861,ɡ,0.0398
1946,u,0.7245,[PAD],0.2421,o,0.0333
1957,ʃ,0.9658,ʒ,0.0241,s,0.0101
1961,e,0.7583,ɛ,0.1323,[PAD],0.1094
2016,p,0.9757,b,0.0223,[PAD],0.002
2018,ʁ,0.9752,ɾ,0.0204,[PAD],0.0044
2021,ɛ,0.9698,u,0.0183,ə,0.0119
2029,d,0.9912,[PAD],0.0081,z,0.0007
2032,ə,0.935,œ,0.0533,[PAD],0.0117
2036,l,0.9935,[PAD],0.0041,ʁ,0.0024
2039,a,0.977,ə,0.0166,œ,0.0064
2046,p,0.8132,b,0.1774,k,0.0094
2050,u,0.7337,o,0.1936,y,0.0726
2056,b,0.9792,β,0.0144,v,0.0064
2059,ɛ,0.9567,ə,0.026,u,0.0174
2066,l,0.9602,[PAD],0.0213,j,0.0186
2100,a,0.9664,œ,0.0278,[PAD],0.0058
2110,l,0.979,d,0.0154,n,0.0056
2114,ɔ,0.9699,ə,0.0198,ɑ,0.0103
2118,˜,0.9819,[PAD],0.0174,n,0.0006
2125,b,0.9127,d,0.073,β,0.0143
2127,ʁ,0.9805,ɾ,0.0169,[PAD],0.0026
2141,d,0.9931,[PAD],0.0042,t,0.0027
2145,œ,0.8172,ɑ,0.1693,ɛ,0.0134
2149,˜,0.9711,ə,0.0215,[PAD],0.0074
2165,|,0.5437,l,0.2977,n,0.1586
2166,l,0.4909,|,0.382,[PAD],0.1271
2169,o,0.9592,ə,0.0272,ɔ,0.0136
2176,ʁ,0.9751,ɾ,0.0186,ɹ,0.0064
2180,ɑ,0.9739,y,0.0189,a,0.0073
2184,˜,0.9719,[PAD],0.0214,n,0.0067
2194,ʒ,0.9454,ʃ,0.0479,s,0.0067
2197,e,0.8507,ɛ,0.0809,[PAD],0.0684
2246,k,0.9837,[PAD],0.0128,p,0.0035
2251,u,0.9645,o,0.0265,ɔ,0.009
2258,v,0.9924,w,0.004,b,0.0037
2263,ɛ,0.9264,e,0.0537,u,0.0199
2270,ʁ,0.9007,[PAD],0.0786,ɾ,0.0207
2323,d,0.9557,t,0.0374,[PAD],0.0069
2326,ə,0.9463,e,0.0406,y,0.0131
2337,f,0.519,p,0.4739,v,0.0072
2340,y,0.7616,[PAD],0.1339,ʁ,0.1045
2342,i,0.9039,e,0.0784,y,0.0177
2353,d,0.9914,l,0.0047,[PAD],0.0039
2355,e,0.6509,ə,0.3038,y,0.0453
2362,l,0.9877,n,0.0069,j,0.0054
2366,i,0.955,ɪ,0.0356,y,0.0094
2376,s,0.7335,ʃ,0.2008,z,0.0657
2415,ʃ,0.9763,s,0.0152,ʒ,0.0085
2420,ɛ,0.49,e,0.2704,[PAD],0.2396
2426,œ,0.6403,a,0.1989,[PAD],0.1608
2437,p,0.9224,b,0.0663,k,0.0113
2441,y,0.96,o,0.0214,i,0.0186
2451,s,0.5297,[PAD],0.309,z,0.1614
2468,ɛ,0.8431,e,0.1418,u,0.0151
2482,ɡ,0.6137,k,0.3778,ɣ,0.0085
2486,u,0.9376,o,0.0493,ɔ,0.0131
2491,ʁ,0.9718,ɾ,0.0238,ː,0.0044
2500,m,0.9962,n,0.0029,[PAD],0.0009
2503,ɑ,0.3463,ɛ,0.3356,ɔ,0.3181
2506,˜,0.9401,n,0.0382,[PAD],0.0217
2536,i,0.9921,[PAD],0.0052,ɪ,0.0026
2539,l,0.9797,[PAD],0.0197,ʁ,0.0006
2547,k,0.7075,[PAD],0.2778,ʁ,0.0148
2548,ʁ,0.8174,[PAD],0.1184,k,0.0642
2549,ʁ,0.5818,[PAD],0.3286,w,0.0896
2552,a,0.6751,ə,0.2011,o,0.1237
2560,k,0.8545,t,0.1135,[PAD],0.0319
2575,t,0.9601,d,0.0336,[PAD],0.0063
2579,u,0.9006,o,0.079,y,0.0204
2636,s,0.9902,ʃ,0.0063,[PAD],0.0035
2639,ə,0.6594,ø,0.3215,y,0.0192
2683,k,0.9917,[PAD],0.0049,s,0.0034
2689,i,0.9929,ɪ,0.0037,ə,0.0034
2701,l,0.8505,[PAD],0.1125,y,0.037
2702,y,0.5235,[PAD],0.4648,ə,0.0117
2704,i,0.7669,[PAD],0.1318,y,0.1013
2715,p,0.9884,b,0.0101,f,0.0014
2719,a,0.9783,ɛ,0.0147,ɔ,0.007
2732,z,0.625,s,0.3166,[PAD],0.0584
2765,s,0.9954,z,0.0029,[PAD],0.0017
2769,u,0.6001,y,0.369,o,0.0309
2772,ʁ,0.9032,[PAD],0.0776,ɾ,0.0193
2777,l,0.8174,ʒ,0.1741,[PAD],0.0085
2779,a,0.9898,ɛ,0.0064,ə,0.0038
2788,d,0.8809,t,0.0764,b,0.0427
2792,ɔ,0.3899,ɑ,0.3697,ɛ,0.2404
2857,d,0.9786,t,0.0119,[PAD],0.0095
2859,e,0.8582,ə,0.1362,ɛ,0.0055
2866,z,0.9516,ə,0.0261,[PAD],0.0223
2871,o,0.9565,u,0.0248,ɔ,0.0187
2878,ʁ,0.9731,ɾ,0.0215,ɹ,0.0054
2882,ɑ,0.968,y,0.0176,a,0.0144
2885,˜,0.9628,[PAD],0.0294,n,0.0077
2893,ʒ,0.9407,ʃ,0.0444,[PAD],0.0149
2904,p,0.9009,b,0.0749,k,0.0242
2909,u,0.877,o,0.0639,y,0.0591
2919,ʁ,0.9508,ɹ,0.0311,ɾ,0.0181
2924,i,0.8904,e,0.0926,[PAD],0.0169
2950,k,0.9622,[PAD],0.0208,s,0.0169
2956,i,0.9908,e,0.0049,[PAD],0.0042
2966,t,0.9704,d,0.0227,[PAD],0.0069
2971,ɔ,0.9103,ɑ,0.0708,ə,0.0189
2974,˜,0.9758,[PAD],0.022,ʁ,0.0023
2983,b,0.9793,β,0.0126,d,0.0081
3001,s,0.9807,z,0.013,[PAD],0.0063
3005,y,0.9658,o,0.0171,ə,0.0171
3010,ʁ,0.9577,[PAD],0.0216,ɾ,0.0207
