Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
1868,ʃ,0.8255,s,0.1049,ʒ,0.0695
1874,ɛ,0.6142,ɔ,0.2116,ɑ,0.1742
1880,˜,0.8474,[PAD],0.0784,n,0.0741
1895,a,0.9332,ɛ,0.0538,ɑ,0.013
1922,b,0.4943,p,0.4584,d,0.0472
1926,y,0.9278,u,0.0364,o,0.0358
1969,d,0.5173,l,0.4566,[PAD],0.0261
1972,ə,0.7446,e,0.2034,[PAD],0.052
1986,e,0.5363,ə,0.2357,ɛ,0.228
1996,ʃ,0.7394,ʒ,0.2236,s,0.0371
2000,a,0.9556,ɛ,0.0347,ɑ,0.0097
2013,p,0.7523,b,0.1539,t,0.0938
2017,a,0.9479,ɛ,0.0367,ɑ,0.0153
2071,ɛ,0.5172,ɔ,0.309,ɑ,0.1738
2076,˜,0.7073,[PAD],0.1738,ʁ,0.1189
2103,a,0.9611,ɛ,0.0302,e,0.0087
2112,b,0.6125,p,0.2835,d,0.1039
2116,y,0.9136,i,0.053,o,0.0334
2125,s,0.411,z,0.3256,[PAD],0.2634
2147,ɛ,0.6615,a,0.2932,e,0.0454
2155,n,0.622,m,0.1918,˜,0.1862
2165,s,0.8111,ʃ,0.095,[PAD],0.0939
2169,ə,0.774,e,0.1398,[PAD],0.0862
2180,k,0.8278,ɡ,0.0864,t,0.0858
2184,u,0.754,o,0.1513,y,0.0947
2195,ʃ,0.8337,ʒ,0.1086,s,0.0577
2200,e,0.7421,i,0.1306,ə,0.1273
2213,p,0.8666,b,0.1092,t,0.0242
2217,ʁ,0.9335,ɾ,0.0392,[PAD],0.0274
2221,ɛ,0.8514,a,0.0796,e,0.069
2248,d,0.9529,l,0.0336,[PAD],0.0135
2251,ə,0.5991,e,0.3576,ɛ,0.0433
2257,l,0.9433,[PAD],0.0289,j,0.0278
2260,a,0.9507,ə,0.0261,[PAD],0.0232
2286,p,0.7802,k,0.1162,b,0.1036
2290,u,0.7296,o,0.2106,y,0.0598
2298,b,0.9239,d,0.0481,β,0.0279
2301,ɛ,0.8691,a,0.0771,e,0.0538
2307,l,0.7445,[PAD],0.1919,ʁ,0.0635
2332,a,0.9237,ɛ,0.0609,e,0.0154
2339,l,0.9471,j,0.0314,d,0.0215
2340,l,0.9594,n,0.0211,[PAD],0.0195
2343,ɔ,0.5265,ɑ,0.4553,ə,0.0181
2346,˜,0.8672,[PAD],0.0666,n,0.0662
2351,˜,0.6358,ʁ,0.1976,[PAD],0.1666
2377,d,0.8944,t,0.0985,[PAD],0.0071
2381,ɑ,0.4367,ɛ,0.3194,œ,0.244
2385,˜,0.6928,[PAD],0.2179,ʁ,0.0893
2414,o,0.6341,u,0.2909,ɔ,0.075
2421,ʁ,0.9289,ɾ,0.039,[PAD],0.032
2425,o,0.4985,ɑ,0.2678,ɔ,0.2337
2436,ʒ,0.9268,ʃ,0.0621,s,0.0112
2440,e,0.6261,[PAD],0.3219,ə,0.052
2480,u,0.9658,o,0.0241,[PAD],0.0101
2488,v,0.9733,w,0.0205,ʁ,0.0062
2493,ɛ,0.9069,[PAD],0.0592,u,0.0339
2494,ɛ,0.9319,u,0.0373,e,0.0307
2502,ʁ,0.6713,[PAD],0.2994,ɾ,0.0293
2531,k,0.7523,ɡ,0.2018,t,0.0458
2534,u,0.8825,o,0.0645,[PAD],0.053
2540,v,0.9558,w,0.0274,ʁ,0.0167
2544,ɛ,0.8891,a,0.0715,u,0.0394
2550,ʁ,0.7484,[PAD],0.219,ɾ,0.0326
2602,d,0.984,l,0.0094,[PAD],0.0066
2605,ə,0.8616,e,0.1076,a,0.0307
2614,f,0.5987,p,0.3783,v,0.0229
2619,ʁ,0.6019,y,0.2283,[PAD],0.1699
2620,y,0.8098,w,0.1299,[PAD],0.0603
2623,i,0.8718,e,0.1123,[PAD],0.0159
2635,d,0.9701,l,0.0209,[PAD],0.009
2638,ə,0.4859,e,0.4662,ɛ,0.0479
2645,l,0.9449,ʁ,0.0414,[PAD],0.0137
2648,i,0.8876,y,0.0569,e,0.0555
2657,ʃ,0.4224,s,0.3183,ʒ,0.2592
2718,ɛ,0.549,ɔ,0.2456,ɑ,0.2054
2724,˜,0.8517,n,0.084,[PAD],0.0643
2745,a,0.9539,ɛ,0.0271,[PAD],0.019
2754,p,0.5221,b,0.2655,[PAD],0.2124
2759,y,0.6786,[PAD],0.2894,i,0.0321
2866,e,0.8712,ə,0.0687,ɛ,0.0601
2883,k,0.7396,ɡ,0.2393,t,0.0211
2888,u,0.7094,o,0.1961,ɔ,0.0946
2898,m,0.9433,n,0.0409,[PAD],0.0158
2902,ɑ,0.7428,ɔ,0.2351,a,0.0221
2906,˜,0.7096,[PAD],0.2534,n,0.037
2919,i,0.8569,[PAD],0.1354,e,0.0077
2920,i,0.9611,e,0.0245,[PAD],0.0144
2924,l,0.5635,[PAD],0.4345,|,0.0021
2925,l,0.8796,[PAD],0.1156,z,0.0048
2940,k,0.731,t,0.1557,ɡ,0.1132
2944,ʁ,0.7599,[PAD],0.2069,w,0.0332
2947,a,0.7772,ɔ,0.1413,œ,0.0815
2957,t,0.6005,[PAD],0.3191,k,0.0803
2971,t,0.7922,d,0.1988,k,0.009
2976,u,0.9055,o,0.05,y,0.0445
2986,s,0.8646,[PAD],0.098,ʒ,0.0374
2989,ə,0.8846,[PAD],0.0692,e,0.0462
2997,k,0.8504,t,0.1301,d,0.0195
3002,i,0.7613,[PAD],0.2028,y,0.0359
3027,y,0.6913,[PAD],0.2133,l,0.0954
3029,i,0.7852,e,0.1107,[PAD],0.1041
3043,p,0.8203,b,0.1578,t,0.022
3047,a,0.9528,ɛ,0.0414,ɑ,0.0058
3060,s,0.6457,[PAD],0.1925,z,0.1618
3096,s,0.8766,z,0.0716,ʒ,0.0518
3101,u,0.7173,y,0.1743,o,0.1085
3133,l,0.9439,[PAD],0.0368,ʁ,0.0193
3136,a,0.8943,ɛ,0.0913,ə,0.0144
3149,d,0.7753,t,0.2144,ɡ,0.0103
3152,ɑ,0.587,ɔ,0.2526,ɛ,0.1604
3155,˜,0.6322,[PAD],0.3296,ʁ,0.0382
3189,d,0.8475,l,0.1267,[PAD],0.0258
3193,e,0.6467,ə,0.3185,ɛ,0.0349
3202,z,0.8997,[PAD],0.0723,ə,0.028
3207,o,0.5646,ɔ,0.3134,a,0.122
3213,ʁ,0.9256,ɾ,0.0382,[PAD],0.0362
3222,a,0.6741,ɔ,0.2624,ɑ,0.0635
3239,ʒ,0.7627,ʃ,0.132,[PAD],0.1054
3390,p,0.8947,b,0.0757,[PAD],0.0296
3400,u,0.838,y,0.0819,o,0.0801
3436,ʁ,0.9211,ɹ,0.04,ɾ,0.0388
3440,i,0.8673,e,0.1122,ɛ,0.0205
3487,d,0.508,k,0.2529,t,0.2391
3488,k,0.5766,[PAD],0.2548,t,0.1686
3491,i,0.821,e,0.1253,ə,0.0537
3505,d,0.7781,t,0.199,[PAD],0.0229
3508,ɔ,0.5441,ɑ,0.3962,y,0.0596
3536,s,0.8108,ʃ,0.1025,ʒ,0.0867
3541,ə,0.4735,e,0.2656,y,0.261
3571,ʁ,0.5578,[PAD],0.4183,ɾ,0.0239
3581,l,0.9495,[PAD],0.0401,d,0.0104
3584,ə,0.7628,[PAD],0.1615,e,0.0756
3598,z,0.5701,s,0.2555,ʒ,0.1744
3602,a,0.8442,ɛ,0.0991,œ,0.0567
3609,l,0.644,[PAD],0.2051,ʒ,0.1509
3651,d,0.9466,[PAD],0.0456,l,0.0078
3654,e,0.5988,ə,0.358,ɛ,0.0431
3671,f,0.5448,v,0.3966,p,0.0586
3679,œ,0.4175,a,0.3087,ɛ,0.2738
3690,ʁ,0.6913,[PAD],0.28,ɾ,0.0287
3744,p,0.4878,d,0.2752,b,0.2369
3748,a,0.8387,ɛ,0.1387,ɑ,0.0226
3754,ʁ,0.5211,[PAD],0.4459,l,0.0329
3771,l,0.8849,n,0.0936,[PAD],0.0215
3776,e,0.7772,ɛ,0.1246,i,0.0983
3826,œ,0.3785,ɑ,0.3643,a,0.2572
3832,˜,0.6848,[PAD],0.2634,ʁ,0.0518
3949,œ,0.4921,[PAD],0.4351,a,0.0728
3964,m,0.976,l,0.0134,n,0.0106
3967,ɔ,0.6731,a,0.2885,o,0.0384
3971,ʁ,0.9041,[PAD],0.0601,ɾ,0.0358
3981,s,0.9105,z,0.0714,ʃ,0.018
3986,o,0.7033,u,0.1946,y,0.1021
3997,d,0.9811,[PAD],0.0119,l,0.0071
4001,ə,0.8122,e,0.1481,[PAD],0.0397
