Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
771,l,0.9745,[PAD],0.0194,d,0.0061
775,a,0.9449,ə,0.0467,ɛ,0.0084
782,m,0.8854,v,0.0633,n,0.0512
787,ɛ,0.6256,e,0.3042,i,0.0702
795,z,0.9586,d,0.0229,s,0.0185
799,ɔ,0.7107,ɑ,0.1914,o,0.0979
802,˜,0.6863,[PAD],0.2274,ʁ,0.0863
820,e,0.8415,ɛ,0.1306,i,0.0279
846,ɔ,0.5407,ɑ,0.2374,o,0.2219
862,u,0.5519,o,0.3252,ɔ,0.1229
872,ʁ,0.9083,[PAD],0.0619,ɾ,0.0298
878,e,0.621,i,0.2929,ɛ,0.0861
904,d,0.7967,t,0.1592,[PAD],0.0441
908,ə,0.7387,y,0.1598,œ,0.1015
919,ʒ,0.9931,[PAD],0.0035,ʃ,0.0034
924,a,0.9646,ɛ,0.0318,ɑ,0.0036
929,ʁ,0.9484,ɾ,0.0401,[PAD],0.0115
937,d,0.9399,v,0.0495,[PAD],0.0106
942,ɛ,0.8378,ɔ,0.1215,ɑ,0.0407
945,˜,0.9408,n,0.0352,[PAD],0.0241
959,a,0.998,[PAD],0.0015,ɛ,0.0005
966,v,0.9991,ʁ,0.0005,l,0.0004
970,ɛ,0.9552,u,0.0413,[PAD],0.0035
976,k,0.9792,[PAD],0.0191,t,0.0016
984,y,0.9241,e,0.0493,o,0.0266
990,n,0.9591,l,0.0225,[PAD],0.0183
997,b,0.8817,v,0.0734,m,0.0449
1001,a,0.9956,ɛ,0.0026,ɑ,0.0018
1008,ʁ,0.9551,ɾ,0.0404,ɹ,0.0044
1014,j,0.9411,i,0.0529,[PAD],0.006
1017,ɛ,0.8977,a,0.0702,e,0.0322
1023,ʁ,0.7781,[PAD],0.1858,ʒ,0.036
1070,i,0.7947,e,0.111,y,0.0943
1088,a,0.9807,ɑ,0.0104,ɛ,0.009
1130,d,0.7877,[PAD],0.1167,t,0.0956
1134,e,0.6303,i,0.2592,ə,0.1105
1145,t,0.4382,k,0.3883,d,0.1735
1149,ɔ,0.5298,o,0.3105,ɑ,0.1596
1167,k,0.5449,t,0.27,[PAD],0.185
1171,ɔ,0.539,u,0.2714,o,0.1897
1175,˜,0.5761,[PAD],0.2522,ʁ,0.1717
1207,d,0.7723,t,0.1305,[PAD],0.0972
1210,e,0.6228,i,0.2355,ə,0.1417
1224,ʃ,0.8609,ʒ,0.088,s,0.0511
1229,u,0.466,y,0.2927,o,0.2413
1271,ʁ,0.8543,[PAD],0.087,f,0.0587
1276,e,0.4504,i,0.3991,ɛ,0.1506
1285,z,0.6312,v,0.1862,[PAD],0.1826
1291,e,0.7807,i,0.1558,ɛ,0.0635
1319,d,0.5418,t,0.3788,[PAD],0.0794
1354,s,0.7256,[PAD],0.1443,z,0.1301
1361,a,0.4908,[PAD],0.4331,ɔ,0.0761
1390,d,0.5923,t,0.3732,[PAD],0.0345
1394,u,0.5264,o,0.2454,y,0.2283
1412,s,0.5237,[PAD],0.4212,z,0.0551
1416,ɔ,0.5668,a,0.3889,ɛ,0.0443
1420,ʁ,0.9038,[PAD],0.0619,ɾ,0.0343
1444,d,0.8682,[PAD],0.067,t,0.0648
1447,ə,0.8108,e,0.0947,y,0.0945
1455,l,0.9171,v,0.0461,[PAD],0.0368
1459,e,0.6896,i,0.2506,ɛ,0.0598
1469,ɡ,0.7043,k,0.2029,d,0.0928
1473,y,0.7137,i,0.1814,e,0.1049
1511,o,0.6085,u,0.3499,ɔ,0.0416
1550,d,0.9562,[PAD],0.0376,t,0.0062
1553,y,0.8867,ə,0.1044,[PAD],0.0089
1563,ʒ,0.9642,ʃ,0.0309,s,0.005
1567,a,0.9862,ɛ,0.0104,ɑ,0.0035
1572,ʁ,0.9378,ɾ,0.0409,[PAD],0.0213
1581,d,0.985,[PAD],0.0091,t,0.0058
1584,ɛ,0.9296,ɨ,0.0352,œ,0.0352
1587,˜,0.9365,[PAD],0.0436,n,0.02
1642,l,0.7491,d,0.2006,[PAD],0.0503
1644,ə,0.823,y,0.0894,o,0.0876
1660,u,0.4793,o,0.3679,ɔ,0.1528
1679,e,0.6226,i,0.2855,[PAD],0.0919
1708,d,0.6331,l,0.2449,[PAD],0.122
1711,ə,0.6775,o,0.2212,y,0.1013
1721,p,0.439,b,0.3926,k,0.1684
1730,u,0.5762,o,0.3052,ɔ,0.1186
1747,d,0.5023,t,0.336,[PAD],0.1617
1757,i,0.7103,[PAD],0.1579,e,0.1318
1773,l,0.7275,j,0.1379,[PAD],0.1346
1778,u,0.4819,y,0.3424,o,0.1757
1819,d,0.5568,t,0.3453,[PAD],0.0979
1852,ʁ,0.9267,ɾ,0.0387,ɹ,0.0346
1857,ɛ,0.7207,e,0.1588,[PAD],0.1205
1883,s,0.4878,[PAD],0.441,z,0.0712
1927,d,0.4922,t,0.4625,[PAD],0.0453
1945,d,0.7735,ʒ,0.1393,t,0.0873
2024,ɛ,0.9222,e,0.0434,u,0.0344
2036,ʁ,0.9278,[PAD],0.0392,ɾ,0.0329
2054,n,0.3878,l,0.3296,d,0.2826
2058,e,0.7577,i,0.1505,ɛ,0.0918
2097,t,0.4723,d,0.286,p,0.2417
2104,u,0.7097,o,0.1996,y,0.0907
2113,ʁ,0.8216,[PAD],0.1472,ɾ,0.0312
2174,k,0.4328,ɡ,0.3328,d,0.2344
2178,y,0.5751,ə,0.2574,u,0.1675
2191,l,0.7273,[PAD],0.1849,n,0.0878
2248,p,0.5054,b,0.2494,t,0.2452
2253,u,0.788,o,0.135,y,0.077
2259,ʁ,0.9217,[PAD],0.0433,ɾ,0.035
2304,ʃ,0.4482,s,0.3802,[PAD],0.1716
2318,u,0.4117,y,0.3698,[PAD],0.2185
2378,a,0.9594,ɛ,0.0207,ɑ,0.0199
2400,y,0.9042,u,0.0535,[PAD],0.0423
2492,l,0.6091,n,0.2596,[PAD],0.1313
2495,ə,0.4551,[PAD],0.3476,y,0.1972
2528,s,0.7634,[PAD],0.1229,z,0.1137
2536,i,0.5819,e,0.3487,[PAD],0.0694
2559,ʃ,0.9539,ʒ,0.0251,[PAD],0.021
2564,a,0.9668,ɛ,0.0197,[PAD],0.0135
2603,b,0.5119,p,0.453,[PAD],0.0351
2748,s,0.8496,z,0.122,ʃ,0.0284
2754,j,0.9016,i,0.0622,[PAD],0.0362
2757,ɔ,0.7875,ɑ,0.1636,ɛ,0.0489
2762,˜,0.8953,[PAD],0.0737,n,0.031
2775,a,0.972,ɛ,0.0168,œ,0.0112
2790,p,0.4684,b,0.4003,[PAD],0.1313
2798,l,0.6517,[PAD],0.3236,j,0.0247
2799,y,0.8918,[PAD],0.0601,o,0.0481
2896,a,0.965,ɑ,0.0185,ɛ,0.0165
2910,m,0.947,n,0.0405,l,0.0124
2914,i,0.833,e,0.134,[PAD],0.0329
2938,s,0.6497,[PAD],0.2525,z,0.0978
2975,u,0.5723,o,0.3099,y,0.1179
