Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
416,|,0.9087,d,0.0834,ə,0.008
417,|,0.963,ə,0.0334,[PAD],0.0036
420,l,0.9906,[PAD],0.0053,d,0.0041
423,a,0.9308,ə,0.0667,[PAD],0.0025
429,m,0.9995,v,0.0003,[PAD],0.0002
432,ɛ,0.9505,u,0.045,e,0.0045
436,z,0.9991,s,0.0007,d,0.0002
440,ɔ,0.9476,ə,0.0481,ɑ,0.0044
443,˜,0.9438,[PAD],0.0501,ə,0.0061
450,ɛ,0.6895,e,0.2779,u,0.0325
452,t,0.7093,[PAD],0.2754,ə,0.0152
456,ɑ,0.918,y,0.0431,œ,0.0389
458,˜,0.9324,[PAD],0.0638,ə,0.0039
463,t,0.9988,d,0.0007,k,0.0005
467,u,0.9882,o,0.0066,y,0.0052
472,ʁ,0.9545,ɾ,0.0449,ɹ,0.0006
476,e,0.9631,ɛ,0.0214,ə,0.0154
484,d,0.9974,[PAD],0.0023,t,0.0002
487,œ,0.9165,ə,0.0505,ɑ,0.033
495,ʒ,0.9887,ʃ,0.0091,ɡ,0.0022
498,a,0.9562,ɛ,0.0277,ɑ,0.016
501,ʁ,0.9311,ɾ,0.0441,[PAD],0.0248
507,d,0.9918,b,0.0051,[PAD],0.0031
510,ɛ,0.8083,œ,0.103,ɔ,0.0886
512,˜,0.9491,n,0.0319,[PAD],0.0191
539,a,0.9842,[PAD],0.0157,e,0.0001
540,a,0.9984,[PAD],0.0015,ɛ,0.0001
543,v,0.9985,l,0.0012,[PAD],0.0003
546,ɛ,0.9492,u,0.0469,e,0.004
551,k,0.9959,[PAD],0.0033,t,0.0008
557,y,0.9183,o,0.0697,[PAD],0.012
560,n,0.9675,˜,0.0274,[PAD],0.0051
566,b,0.9606,β,0.0259,p,0.0135
567,b,0.6102,[PAD],0.3776,β,0.0121
569,a,0.9682,[PAD],0.0165,ɔ,0.0153
572,ʁ,0.8081,[PAD],0.1568,ɾ,0.0351
578,j,0.7539,[PAD],0.1919,i,0.0543
581,ɛ,0.7815,e,0.1554,[PAD],0.0631
585,ʁ,0.7128,[PAD],0.2589,ɾ,0.0283
617,i,0.801,y,0.1164,[PAD],0.0826
622,l,0.9238,j,0.0407,[PAD],0.0355
626,j,0.7934,i,0.1824,[PAD],0.0242
630,a,0.9267,[PAD],0.0387,ɛ,0.0346
698,d,0.9432,t,0.0334,[PAD],0.0233
700,e,0.6075,ə,0.3327,i,0.0598
707,k,0.9733,ɡ,0.0181,[PAD],0.0086
710,ɔ,0.7849,ɑ,0.1702,u,0.0449
712,˜,0.8864,[PAD],0.1065,m,0.007
718,k,0.8858,[PAD],0.1001,ɡ,0.0141
721,ɔ,0.8995,u,0.0635,o,0.037
724,˜,0.8404,[PAD],0.1068,ʁ,0.0528
726,b,0.4696,[PAD],0.3882,t,0.1421
733,d,0.9304,t,0.04,[PAD],0.0296
736,e,0.7347,ə,0.169,ɛ,0.0963
744,ʃ,0.9277,s,0.0569,ʒ,0.0155
749,o,0.6545,u,0.2606,[PAD],0.0849
758,f,0.8901,[PAD],0.0768,p,0.0331
763,ʁ,0.8502,[PAD],0.1119,ɾ,0.0379
765,i,0.8584,[PAD],0.1066,e,0.0351
772,z,0.8015,v,0.1017,s,0.0968
777,e,0.6211,ɛ,0.1945,[PAD],0.1844
799,e,0.6828,[PAD],0.2133,ə,0.1038
819,ʃ,0.8406,[PAD],0.1328,ʒ,0.0266
823,a,0.9738,ɑ,0.0134,ɔ,0.0128
827,ʁ,0.9321,ɾ,0.0463,[PAD],0.0216
834,d,0.9785,[PAD],0.0182,t,0.0033
837,ə,0.7458,[PAD],0.235,y,0.0192
845,l,0.9737,[PAD],0.0133,n,0.013
848,e,0.6675,ɛ,0.2738,ə,0.0587
879,o,0.9654,ɔ,0.0219,u,0.0127
887,f,0.9849,v,0.0125,[PAD],0.0026
891,ɔ,0.9518,ə,0.0399,ɑ,0.0083
894,˜,0.9431,[PAD],0.0465,ə,0.0104
901,d,0.9919,[PAD],0.0063,ʒ,0.0018
904,y,0.9409,ə,0.0539,[PAD],0.0053
910,ʒ,0.9829,ʃ,0.015,ɡ,0.0022
914,a,0.9718,ɛ,0.0259,ɑ,0.0023
918,ʁ,0.9358,ɾ,0.0507,[PAD],0.0136
923,d,0.9892,[PAD],0.0063,b,0.0045
927,ɛ,0.8706,œ,0.0681,ɑ,0.0613
930,˜,0.8973,[PAD],0.067,n,0.0358
986,l,0.9564,[PAD],0.0312,d,0.0125
988,ə,0.873,[PAD],0.0864,e,0.0406
997,p,0.9502,b,0.0251,k,0.0247
1001,ɔ,0.8858,a,0.0837,ə,0.0305
1004,ʁ,0.9453,ɾ,0.0411,ː,0.0136
1013,t,0.8999,[PAD],0.0511,d,0.0491
1018,i,0.4974,[PAD],0.3314,u,0.1711
1026,j,0.8239,[PAD],0.1402,i,0.036
1029,ɔ,0.5173,ɑ,0.3519,o,0.1308
1032,˜,0.8552,[PAD],0.1237,n,0.021
1049,s,0.509,[PAD],0.4817,z,0.0094
1055,t,0.9331,s,0.0475,d,0.0194
1058,u,0.885,ə,0.0794,o,0.0356
1064,ʒ,0.9951,ʃ,0.0032,z,0.0017
1067,u,0.8705,ɔ,0.106,o,0.0235
1069,ʁ,0.9333,ɾ,0.0451,˜,0.0216
1076,f,0.9906,[PAD],0.0051,p,0.0043
1079,ɛ,0.8392,a,0.1217,u,0.039
1083,ʁ,0.9326,ɾ,0.0516,[PAD],0.0158
1087,m,0.9914,n,0.007,[PAD],0.0016
1090,e,0.7727,ɛ,0.1764,[PAD],0.0508
1117,p,0.824,[PAD],0.1571,b,0.0189
1119,u,0.8781,ɔ,0.069,o,0.0529
1122,ʁ,0.9499,ɾ,0.0441,[PAD],0.006
1128,k,0.9012,[PAD],0.0775,ɡ,0.0213
1130,ə,0.7912,[PAD],0.1939,o,0.0149
1156,ʃ,0.9169,s,0.0559,ʒ,0.0272
1159,j,0.5253,[PAD],0.449,i,0.0257
1161,ɛ,0.716,ɑ,0.2442,ɔ,0.0399
1164,˜,0.9211,n,0.0505,[PAD],0.0285
1176,a,0.9914,ɐ,0.0048,[PAD],0.0037
1187,p,0.932,b,0.0645,[PAD],0.0036
1191,y,0.9154,o,0.0511,[PAD],0.0335
1230,n,0.6054,m,0.2511,[PAD],0.1436
1299,d,0.5275,k,0.4286,ɡ,0.0439
1301,ə,0.8198,[PAD],0.1422,y,0.038
1310,ʃ,0.9037,s,0.0671,ʒ,0.0292
1313,j,0.7956,[PAD],0.1495,i,0.0549
1315,ɛ,0.6746,ɑ,0.264,ɔ,0.0614
1318,˜,0.8959,[PAD],0.0553,n,0.0489
1323,n,0.5082,l,0.2723,m,0.2196
1326,a,0.9155,[PAD],0.063,ə,0.0216
1350,n,0.625,l,0.2378,m,0.1372
1353,a,0.9869,ɛ,0.0073,ə,0.0058
1365,y,0.9132,o,0.0486,[PAD],0.0382
1401,s,0.817,[PAD],0.1555,z,0.0274
1404,e,0.7967,ə,0.1556,[PAD],0.0477
1410,ʃ,0.9888,s,0.0064,[PAD],0.0048
1414,a,0.9636,ɛ,0.0331,[PAD],0.0032
1426,p,0.9637,[PAD],0.0325,b,0.0037
1429,a,0.9407,[PAD],0.0461,ɑ,0.0132
1471,ʃ,0.9186,s,0.0505,ʒ,0.0308
1474,j,0.8069,[PAD],0.1364,i,0.0567
1476,ɛ,0.7439,ɑ,0.2174,ɨ,0.0387
1479,˜,0.9224,n,0.0493,[PAD],0.0283
1488,a,0.9914,ɑ,0.0045,ɛ,0.0041
1502,y,0.9238,o,0.0495,[PAD],0.0266
1530,ɛ,0.636,ɑ,0.1915,œ,0.1725
1534,˜,0.6583,[PAD],0.2286,m,0.1132
1551,s,0.9672,[PAD],0.0267,z,0.0061
1554,ə,0.8772,[PAD],0.0786,y,0.0443
1560,k,0.9635,ɡ,0.0291,p,0.0073
1563,u,0.6442,y,0.3149,o,0.0409
1575,e,0.6498,[PAD],0.1911,ɛ,0.1591
1594,p,0.9341,[PAD],0.0412,f,0.0247
1598,ʁ,0.9414,ɾ,0.0447,[PAD],0.0138
1602,ɛ,0.736,e,0.2158,[PAD],0.0482
1628,d,0.9847,[PAD],0.0112,k,0.0041
1630,ə,0.9758,[PAD],0.0167,e,0.0075
1634,l,0.9778,[PAD],0.0169,ʁ,0.0053
1637,a,0.9549,ə,0.0403,[PAD],0.0048
1642,p,0.6851,k,0.3003,[PAD],0.0146
1645,u,0.5644,o,0.3626,y,0.073
1650,p,0.5734,b,0.414,β,0.0125
1653,ɛ,0.8507,a,0.1113,u,0.038
1658,l,0.5982,n,0.3106,[PAD],0.0912
1684,a,0.9951,ɛ,0.0025,ɑ,0.0023
1691,l,0.9885,n,0.0079,d,0.0036
1695,ɔ,0.8761,ɑ,0.0877,ə,0.0363
1697,˜,0.9276,[PAD],0.0499,m,0.0224
1701,b,0.8704,d,0.0987,[PAD],0.0309
1703,ʁ,0.9177,[PAD],0.0419,ɾ,0.0404
1718,d,0.9911,[PAD],0.0078,t,0.0011
1721,œ,0.8963,ɑ,0.0595,ə,0.0443
1724,˜,0.9347,ə,0.0516,[PAD],0.0137
1733,o,0.8386,u,0.1407,ɔ,0.0208
1739,ʁ,0.9466,ɾ,0.0436,ɹ,0.0099
1742,ɑ,0.948,y,0.04,ɔ,0.0119
1744,˜,0.9456,[PAD],0.0479,n,0.0064
1750,ʒ,0.6609,ʃ,0.3225,s,0.0166
1754,e,0.7774,ɛ,0.1459,[PAD],0.0768
1764,k,0.9709,ɡ,0.0208,[PAD],0.0083
1768,u,0.9503,y,0.0268,o,0.023
1775,v,0.9778,w,0.0137,ʁ,0.0084
1779,ɛ,0.8927,e,0.0601,u,0.0472
1782,ʁ,0.8731,[PAD],0.1011,ɾ,0.0258
1788,d,0.9788,[PAD],0.0175,l,0.0037
1790,ə,0.9206,[PAD],0.07,y,0.0094
1798,f,0.9912,v,0.0046,p,0.0042
1802,ʁ,0.8982,ɹ,0.0595,ɾ,0.0423
1804,i,0.4824,e,0.3468,ɛ,0.1708
1810,d,0.7053,t,0.2766,ʁ,0.0181
1813,e,0.5375,ɛ,0.2622,ə,0.2003
1826,ʃ,0.6987,s,0.1885,[PAD],0.1128
1830,e,0.5484,[PAD],0.2706,i,0.181
1861,ʃ,0.9352,s,0.041,ʒ,0.0238
1863,j,0.5064,[PAD],0.4585,i,0.0351
1866,ɛ,0.7955,ɑ,0.1635,ɨ,0.041
1881,a,0.9923,ɐ,0.0046,e,0.0031
1890,p,0.9458,b,0.0517,[PAD],0.0025
1895,y,0.9259,o,0.0482,u,0.0259
1911,e,0.9492,ɛ,0.0264,ə,0.0243
1919,k,0.6903,ɡ,0.2945,[PAD],0.0153
1922,u,0.8274,o,0.1228,ɔ,0.0498
1925,ʁ,0.9436,ɾ,0.0421,[PAD],0.0143
1931,m,0.9983,b,0.0009,[PAD],0.0008
1936,˜,0.8989,n,0.0636,[PAD],0.0375
1944,i,0.5633,[PAD],0.4076,ɪ,0.029
1947,l,0.8037,[PAD],0.1882,ɡ,0.0081
1948,l,0.6426,[PAD],0.3533,j,0.0041
1953,k,0.6519,ɡ,0.335,[PAD],0.0132
1956,ʁ,0.8212,[PAD],0.1393,ɾ,0.0395
1959,ɔ,0.7266,o,0.2378,a,0.0355
1963,p,0.6633,k,0.1747,b,0.162
1974,t,0.9077,d,0.0797,θ,0.0126
1977,u,0.5652,y,0.381,o,0.0537
1983,s,0.7825,[PAD],0.1694,z,0.048
1988,k,0.961,[PAD],0.0275,ʃ,0.0115
1991,i,0.9398,ɪ,0.0361,[PAD],0.0241
2020,y,0.7424,[PAD],0.2269,l,0.0307
2022,i,0.9676,[PAD],0.0187,e,0.0137
2031,p,0.8122,b,0.1822,β,0.0056
2034,a,0.9616,ɛ,0.0358,ɔ,0.0027
2045,s,0.9657,z,0.0178,[PAD],0.0165
2049,u,0.6835,y,0.2161,o,0.1005
2054,l,0.9595,d,0.0237,[PAD],0.0169
2056,e,0.8213,ə,0.1286,ɛ,0.0501
2061,d,0.9566,l,0.0267,z,0.0166
2064,ɑ,0.8376,ɔ,0.0953,ɛ,0.0671
2067,˜,0.8989,[PAD],0.075,n,0.026
2094,d,0.5702,[PAD],0.2303,l,0.1995
2096,e,0.8074,ə,0.1724,ɛ,0.0202
2105,o,0.8208,u,0.1558,ɔ,0.0234
2111,ʁ,0.9426,ɾ,0.0398,ɹ,0.0176
2115,ɑ,0.8944,a,0.0753,y,0.0303
2118,˜,0.8513,[PAD],0.0777,ʁ,0.0711
2125,ʃ,0.4942,ʒ,0.4868,k,0.019
2134,p,0.8097,b,0.1745,k,0.0158
2139,u,0.7118,y,0.1664,o,0.1218
2142,ʁ,0.7496,[PAD],0.2165,ɾ,0.0339
2161,i,0.821,[PAD],0.1291,e,0.0499
2204,k,0.8494,ɡ,0.0961,d,0.0545
2206,i,0.9792,e,0.013,[PAD],0.0078
2214,t,0.846,d,0.1506,k,0.0033
2218,ɔ,0.914,ə,0.047,u,0.0391
2221,˜,0.945,[PAD],0.0398,m,0.0152
2224,b,0.5652,[PAD],0.4208,β,0.014
2234,s,0.9781,ʃ,0.0125,[PAD],0.0094
2237,y,0.9354,o,0.059,u,0.0055
2240,ʁ,0.9458,ɾ,0.0414,[PAD],0.0127
2244,l,0.9723,[PAD],0.0165,d,0.0112
2246,ə,0.955,[PAD],0.0257,e,0.0193
2254,s,0.9212,ʃ,0.0523,z,0.0266
2257,y,0.6855,a,0.1724,ɔ,0.1421
2260,ʁ,0.4996,[PAD],0.4298,l,0.0706
2271,d,0.9854,[PAD],0.0081,l,0.0065
2273,e,0.7397,ə,0.2417,ɛ,0.0186
2281,f,0.9948,p,0.0042,v,0.001
2285,l,0.9899,[PAD],0.0093,ʁ,0.0008
2288,œ,0.9049,ɔ,0.0532,ə,0.0419
2292,ʁ,0.5752,[PAD],0.4109,ɾ,0.0139
2305,f,0.9652,v,0.0278,[PAD],0.007
2309,a,0.9802,ɛ,0.0152,e,0.0046
2315,m,0.6184,n,0.3752,ɲ,0.0064
2319,i,0.6706,e,0.2319,ɛ,0.0975
2343,œ,0.6065,ɑ,0.3425,a,0.0509
2346,˜,0.8626,[PAD],0.0951,ə,0.0424
2351,m,0.9982,b,0.0011,[PAD],0.0007
2354,ɔ,0.9533,ə,0.0378,o,0.0089
2358,ʁ,0.9488,ɾ,0.0437,ː,0.0075
2364,s,0.9573,z,0.0355,ʃ,0.0073
2368,o,0.8827,y,0.0703,u,0.047
2376,b,0.9574,β,0.025,p,0.0176
2380,y,0.5179,i,0.4514,ə,0.0307
2387,v,0.9256,w,0.0601,b,0.0143
2391,a,0.8411,ɛ,0.128,ɑ,0.0309
2417,œ,0.897,ɑ,0.0636,ə,0.0394
2420,˜,0.8897,[PAD],0.0592,ə,0.0511
2425,ʒ,0.9897,[PAD],0.0071,ʃ,0.0031
2428,ɑ,0.5889,ɔ,0.2397,o,0.1715
2430,˜,0.5963,[PAD],0.3825,ʁ,0.0212
2435,m,0.9844,[PAD],0.011,n,0.0045
2437,ə,0.8628,[PAD],0.1234,ɛ,0.0138
2443,s,0.8969,z,0.0696,[PAD],0.0336
2446,ø,0.7496,y,0.2016,[PAD],0.0489
2453,p,0.952,b,0.0259,[PAD],0.0221
2524,ʒ,0.9774,z,0.0163,ʃ,0.0063
2528,ɑ,0.4162,ɔ,0.2996,o,0.2842
2531,˜,0.5295,[PAD],0.35,ʁ,0.1205
2549,p,0.9669,b,0.0243,[PAD],0.0087
2552,ə,0.9098,[PAD],0.0661,o,0.024
2559,t,0.9756,d,0.0163,θ,0.008
2564,i,0.8861,y,0.0674,[PAD],0.0465
2598,f,0.6003,s,0.2209,[PAD],0.1787
2603,i,0.7025,e,0.2052,[PAD],0.0923
2610,d,0.9574,t,0.024,[PAD],0.0186
2613,ə,0.6127,[PAD],0.331,y,0.0562
2620,m,0.9971,n,0.0015,b,0.0014
2623,ɛ,0.857,[PAD],0.092,e,0.051
2629,t,0.7942,[PAD],0.1795,d,0.0263
2631,ʁ,0.804,[PAD],0.1489,ɾ,0.0472
2826,i,0.662,[PAD],0.1848,e,0.1531
2833,d,0.9163,[PAD],0.0538,t,0.0299
2835,ə,0.4833,[PAD],0.4127,e,0.104
2841,d,0.9329,t,0.0424,[PAD],0.0248
2845,ɔ,0.539,a,0.2779,ɛ,0.1831
2847,ʁ,0.7521,[PAD],0.2149,ɾ,0.033
2852,m,0.7149,n,0.2548,[PAD],0.0302
2858,ʁ,0.6882,[PAD],0.2843,ɾ,0.0275
2864,d,0.9812,[PAD],0.0138,t,0.005
2866,ɑ,0.912,y,0.0446,ɔ,0.0433
2869,˜,0.9412,ə,0.0315,[PAD],0.0273
2873,l,0.9785,[PAD],0.012,d,0.0094
2876,ə,0.9398,a,0.031,e,0.0291
2882,ɡ,0.6483,d,0.248,k,0.1037
2887,ɔ,0.4906,o,0.2577,ə,0.2517
2893,n,0.6929,m,0.2065,ɲ,0.1006
2894,n,0.6309,m,0.1979,[PAD],0.1711
2898,e,0.6871,ɛ,0.1732,[PAD],0.1397
2968,d,0.9723,t,0.015,k,0.0128
2971,ə,0.9484,e,0.0288,[PAD],0.0229
2978,s,0.9574,z,0.0258,[PAD],0.0167
2981,a,0.916,ə,0.0544,ɛ,0.0296
2987,ʒ,0.9811,ʃ,0.0129,ʁ,0.0059
2991,o,0.5728,ə,0.3652,a,0.062
2996,l,0.8891,n,0.0757,d,0.0352
2999,i,0.8453,e,0.1255,ɪ,0.0292
3005,m,0.9795,n,0.0194,[PAD],0.0011
3008,e,0.487,i,0.3049,ɛ,0.208
