Timestamp,Phoneme1,Prob1,Phoneme2,Prob2,Phoneme3,Prob3
1984,ʁ,0.9261,[PAD],0.0499,ɾ,0.024
1991,m,0.5962,v,0.2167,l,0.1872
1995,e,0.8059,i,0.1222,ɛ,0.0719
2033,p,0.8655,t,0.068,d,0.0665
2038,u,0.8956,ɔ,0.0555,o,0.0489
2043,ʁ,0.9621,ɾ,0.0219,[PAD],0.016
2053,k,0.8718,ɡ,0.113,t,0.0152
2056,ə,0.4441,o,0.3074,y,0.2484
2069,ʃ,0.9071,s,0.0602,ʒ,0.0327
2073,j,0.835,[PAD],0.1215,i,0.0436
2076,ɛ,0.7803,a,0.1342,ɑ,0.0855
2080,˜,0.5932,[PAD],0.3409,ʁ,0.066
2115,a,0.7882,[PAD],0.2038,ɑ,0.008
2164,i,0.8733,e,0.0738,[PAD],0.0529
2193,s,0.6139,z,0.2726,t,0.1135
2274,l,0.9351,n,0.0399,[PAD],0.0249
2278,ə,0.7193,[PAD],0.2029,e,0.0778
2307,e,0.5015,i,0.3549,ə,0.1436
2323,a,0.8195,ɛ,0.1639,ə,0.0166
2331,p,0.7927,[PAD],0.1347,t,0.0726
2343,p,0.8337,b,0.1506,[PAD],0.0157
2347,a,0.9207,ɛ,0.0521,[PAD],0.0272
2467,ɑ,0.3859,a,0.3371,[PAD],0.277
2518,a,0.9671,ɑ,0.0168,ɛ,0.0161
2542,y,0.8288,[PAD],0.0915,ø,0.0797
2623,e,0.5728,ɛ,0.2977,a,0.1295
2635,p,0.5226,[PAD],0.3274,b,0.15
2639,y,0.8711,u,0.0725,ø,0.0564
2656,i,0.4993,e,0.391,[PAD],0.1098
2666,m,0.6104,l,0.2818,n,0.1079
2670,e,0.5415,i,0.3324,ɛ,0.1261
2717,e,0.6644,ɛ,0.2917,a,0.0439
2745,s,0.9496,z,0.0278,ʃ,0.0227
2748,ə,0.6804,ɛ,0.1942,e,0.1254
2759,k,0.8675,ɡ,0.11,t,0.0225
2763,u,0.5394,o,0.3038,y,0.1567
2773,ʃ,0.9252,ʒ,0.0449,s,0.0299
2778,e,0.6542,i,0.2622,ɛ,0.0836
2833,p,0.9214,b,0.0675,t,0.0112
2838,ʁ,0.9564,ɾ,0.0263,[PAD],0.0174
2844,ɛ,0.8516,e,0.102,ə,0.0464
2876,d,0.9894,[PAD],0.007,t,0.0036
2879,ə,0.9644,e,0.0249,ɛ,0.0107
2889,l,0.9868,j,0.0089,[PAD],0.0043
2893,a,0.9547,ə,0.0373,[PAD],0.008
2914,p,0.8336,t,0.0954,b,0.071
2919,u,0.5343,o,0.3179,[PAD],0.1478
2927,b,0.8488,p,0.1039,d,0.0473
2931,ɛ,0.8709,a,0.0786,e,0.0505
2937,l,0.7511,ʁ,0.1539,[PAD],0.095
2989,a,0.9668,ɑ,0.018,œ,0.0152
3000,l,0.9765,n,0.0177,j,0.0058
3003,ɔ,0.7569,o,0.1318,ɑ,0.1112
3006,˜,0.8655,[PAD],0.1166,n,0.018
